,post_id,title,sentence,job_code_1A,job_code_1B,company,post_date,industry_id,industry_name,sector_id,sector_title,branch_id,branch_title,sub_branch_id,sub_branch_title,pjt_matched_other_branch_id,batch_id,run_no,job_salary_min,job_salary_max,job_salary_average,job_salary_unit,job_salary_remarks,job_salary_estimated,job_employment_type,job_employment_type_description,qualification,education_level,education_level_title,experience,working_experience,is_part_time,is_freelance,is_full_time,principal_job_title_matched,pjt_is_matched_custom_rule
1159,11386193,【 urgent 】 japanese speaking marketing supervisor / assistant marketing manager / tsim sha tsui,"https  :   /   /  e job.hk  /  index.php ;  app_controller  =  infotype  =  midid  =  je0f60d4 ;  ■industry  :   service industry ;  ■office location  :   tsim sha tsui ;  ■employment type  :   full time ;  ■job titles  :   marketing supervisor   /   assistant marketing manager ;  ■monthly salary  :   salary negotiable ;  ■job duties ;  *   promoting and advertising japanese culture on different channels media ;  *   planning  ,   organizing and implementing various events ;  *   posting and maintain social media ;  ■requirements  : ;  *   diploma or university graduate in marketing or related disciplines ;  *   minimum 3 years working experience for marketing duties ;  ■skills  : ;  *   skills for using the internet  ,   word  ,   excel  ,   powerpoint is a must ;  *   website knowledge and sns knowledge  facebook  ,   instagram ;  *   basic photoshop knowledge is advantage ;  *   high initiative  ,   willing to learn  ,   responsible  ,   and independent ;  ■language skills  : ;  *   japanese  :   business level  ,   n2 or higher ;  *   english and mandarin  :   business level ;  *   cantonese  :   native level ;  ■benefit  : ;  *   double pay ;  *   extra bonus ;  *   business trip to japan ;  ＜double congratulatory money＞ ;  from february 1  ,   2020  ,     ""  double congratulatory money campaign will be held ;  e job will give hkd 1  ,  500 as a congratulatory money to our candidate who find a job through us ;  this time  ,   e job will give hkd 1  ,  500 as a congratulatory money to both the candidate who found the job and the person who introduced the candidate ;  香港での就職や転職は求人サイトe job（イージョブ） ;  https  :   /   /  e job.hk  / ;  #香港 #就職 #job #求職 #兼職 #工作 #日本",#N/A,,e - Job Agency Limited,4/14/2020 0:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202004,10,0,0,0,0,-,0,1,Full Time,Degree,4,HIGH DIPLOMA/DIPLOMA/ASSOCIATE DEGREE,3-10,3,0,0,1,1,1
123,13700230,3-month contract sales associate 合約銷售顧問 (九龍東),你喜歡牛仔產品嗎 ;  你喜歡 levi ’s 嗎 ;  我們重視每一位員工，並提供完善在職培訓，加入我們吧 ;  工作內容︰ ;  處理客人查詢及疑問 ;  達到公司銷售業績 ;  積極接觸客戶，細心了解顧客需要 ;  現貨盤點，整理貨物，收銀及處理店內日常事務 ;  入職要求︰ ;  中五或以上，良好普通話及英語 ;  對銷售時裝工作充滿熱誠、積極求變 ;  良好服務技巧及工作態度 ;  員工福利︰ ;  每月 7  日例假、婚假、生日假 ;  醫療福利   (  包括住院、中西醫門診  ) ;  每天工作 8 小時 ;  有薪年假 ;  員工購物優惠 ;  專業在職培訓及良好晉升機會 ;  有意者請連同履歷表按“apply now”申請，如有查詢，亦可致電 2411  9942 或 whatsapp 9197 5615 彭小姐,411,312,Levi Strauss (Hong Kong) Limited,12/8/2020 0:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202012,2,0,0,0,0,-,0,1,Full Time,"Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE",0,#N/A,0-5,0,0,0,0,1,1
65,6913888,accessories designer,"switch to us  ,     and you’ll be glad you did ;  interested parties please send your resume with expected salary to human resources department via apply now ;  all information received will be treated in strict confidence and for recruitment purpose only ;  job description ;  “the unusual experience ;  it has truly been an extraordinary experience” ;  why initial ;  initial values the style of life ;  we create a culture rather than just a piece of clothing ;  our philosophy and personality is unique and our outlook is global ;  we always strive to bring “the unusual experience” to our people ;  you can enjoy  : ;  friendly company culture and colleague relationship ;  unique stylish work environment ;  open office with pets ;  free refreshment of coffee  ,   tea  ,   fruit and soup ;  maximum of 17 19 days annual leave ;  birthday  ,   marriage and study leave ;  year end discretionary bonus ;  comprehensive medical insurance and voluntary pension contribution from company ;  education allowance  ,   regional and local advancement opportunities ;  we work five days a week and we also play hard ;  impressive staff gathering activities  ,   e.g ;  ,   annual dinner  ,   festival parties  ,   sports events  ,   recreation activities etc ;  free clothing  ,   purchase discounts and exclusive staff sales ;  you will enjoy working at initial if you are with vision  ,   energy and a strong fashion favour who want to be part of a dynamic team and create value ;  the role  : ;  responsible for new seasonal trendy collection from sketching  ,   technical drawing  ,   coloring  ,   positioning  ,   trim design  ,   print & pattern graphic illustration  ,   artwork  ,   fitting to sample development stage for accessories including hat  ,   scarf  ,   belt etc ;  research and analyze market trends and commercial needs by keeping a consistent brand image and positioning ;  accountable for sourcing  ,   selecting and purchasing of fabric for production and color matching for seasonal collection ;  work closely with product development and buying team ;  handle design ad hoc projects as required ;  what we look for  : ;  degree   /   high diploma in fashion design or related discipline ;  at least 2 years’ relevant experience  ,   preferred in fashion retail industry ;  familiar with market trends and product research ;  strong fashion sense  ,   creative  ,   energetic  ,   passionate in fashion and detail oriented ;  able to work independently and good team player ;  good communication and presentation skills ;  good command of written and spoken english and chinese ;  proficiency in cad  ,   photoshop  ,   illustrator and ms office applications ;  what are you waiting for",121,000,initial Fashion Co Limited,2/17/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202002,7,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,3,BACHELOR,#N/A,0,0,0,1,0,0
1496,6903458,account and admin clerk,"responsibilities  : ;  responsible for the administrate support of merchandising department ;  assist in daily accounting operations  ,   including ar  ,   ap  ,   general ledger  ,   payment  ,   prepare vouchers  ,   filings  ,   accounts & bank reconciliation  ,   etc ;  adhoc tasks as assigned by the supervisors ;  requirements  : ;  diploma or above in related discipline ;  at least 2 years’ relevant working experience ;  hardworking  ,   self motivated  ,   able to work independently and under pressure ;  mature  ,   responsible with good communication skills ;  familiar with ms word and excel ;  good typing speed ;  immediately available is highly preferred ;  benefits  : ;  double pay ;  5 day work week ;  staff purchase discount ;  competitive remuneration ;  flexible working hour ;  ecommerce start up ;  energetic and open minded team ;  fun and harmonious working environment ;  valuable working experience ;  relaxed dress code ;  job description ;  yoho is a leading online shopping platform   (  www.yohohongkong.com  )   and looking for high caliber candidates to join our company ;  yoho's mission is to provide customers with the best in home appliances and consumer electronics at great prices with great service ;  we pride ourselves on getting our products to customers quickly and reliably  ,   through online and offline channels ;  learn more about us  :   www.yohohongkong.com ;  #ecommerce #newretail #o2o ;  position  : ;  less experienced candidates will be considered as account and admin executive ;  experienced candidates will be considered as senior account and admin executive",#N/A,,Yoho Hong Kong Limited,2/27/2020 8:00:00,20,Retail Trade,1,#N/A,9,"Durable Goods, n.e.c.",29,"Retail sale of computers, peripheral units, software and telecommunications equipment (except HSIC 474101)",0,202002,7,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,4,HIGH DIPLOMA/DIPLOMA/ASSOCIATE DEGREE,#N/A,0,0,0,1,1,1
690,6814172,account clerk / assistant accountant lpm group limited central 03-feb-20 accounting / accountant / accounting clerk / supervisor / full time,"job description     position overview ;  join asia's largest e commerce precious metals retailer with a promising career path ;  lpm has grown substantially in the past few years ;  after bringing the accounting function in house  ,   we require assistance for our accountant to handle the full set of accounts as well as provide management and the us based parent company with improved reporting and analytical capabilities ;  essential functions  ,   duties & accountabilities ;  the senior account clerk   /   assistant accountant will be responsible for  : ;  handling customer settlement  ,   processing bills and payment transactions ;  perform daily accounting functions including accounts receivable and accounts payable ;  perform data entry and keep good filing of the billing documents ;  assists for month end closing  ,   reporting and bank reconciliation ;  perform ad hoc assignments as required ;  requirements educational requirements ;  university degree in finance  ,   accounting  ,   or related field ;  cpa   (  or equivalent  )   preferred ;  experience and skills ;  higher diploma or above in accounting or relevant disciplines ;  2 years of accounting  /  finance related experience preferred ;  excellent written and verbal communication skills ;  fluent in english  ,   cantonese and mandarin required ;  excellent analytical and problem solving skills ;  high level of organization and time management skills ;  flexible  ,   adaptable  ,   detail oriented and self motivated ;  able to work under pressure and meet deadlines ;  immediate availability is preferred ;  specialized knowledge  ,   skills and abilities ;  proficiency in quick books enterprise would be beneficial ;  excellent knowledge of microsoft excel   (  vlookup  ,   pivot table etc  )",515,219,LPM Group Limited,2/3/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202002,7,0,0,0,#N/A,#N/A,0,1,Full Time,Non-Degree Tertiary,3,BACHELOR,#N/A,2,0,0,1,1,1
18,11937522,account clerk**,"職責： 處理會計工作 ;  資歷： 中五程度 ;  3 年經驗 ;  良好粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  待遇： 每月  $  15  ,  000  ,   有醫療保險  ,   星期一至五  :   上午 9 時半至下午 5 時半及星期六  :   上午 9 時半至下午 1 時  ,   每週工作 5 天半",000,000,-,9/8/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202009,5,15000,15000,15000,0,"$15,000 per month",15000,1,Full Time,Secondary 5,0,#N/A,3 Year(s),0,0,0,0,1,1
396,6830292,account clerk**,"職責： 處理會計賬目，包括日常會計職務及文件歸檔，編制及處理收支單據，少量外勤 ，及行政文書等工作 ;  資歷： 中五程度 ;  1 年經驗 ;  良好粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  懂 microsoft  office ;  持有 lcc 中級證書 ;  懂英文打字 ;  懂中文打字 ;  待遇： 每月  $  10  ,  000     $  12  ,  000  ,   有銀行假期  ,   員工購物優惠 及雙糧  ,   星期一至五  :   上午 10 時至下午 7 時  ,   每週工作 5 天",0,000,KAY XD ENTERPRISE LIMITED,2/28/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202002,7,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,0,1,1
41,12320234,account executive,"職責： 代表公司推銷產品予目標客戶並跟進銷售進度 ;  資歷： 中三程度 ;  2 年經驗 ;  良好粵語優先 ;  一般英語 ;  略懂讀寫中文 ;  懂閱讀英文 ;  待遇： 每件  $  5.00   (  每小時可完成 8 件或以上 )   ,   上午 9 時至下午 6 時  ,   每週工作 2 天至 4 天,輪休",312,215,-,10/19/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202010,2,0,0,0,0,$5 per piece,0,1,Full Time,Secondary 3,0,#N/A,2 Year(s),0,0,0,0,0,0
951,12320234,account executive,"職責： 代表公司推銷產品予目標客戶並跟進銷售進度 ;  資歷： 中三程度 ;  2 年經驗 ;  良好粵語優先 ;  一般英語 ;  略懂讀寫中文 ;  懂閱讀英文 ;  待遇： 每件  $  5.00   (  每小時可完成 8 件或以上 )   ,   上午 9 時至下午 6 時  ,   每週工作 2 天至 4 天,輪休",215,,-,10/19/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202010,2,0,0,0,0,$5 per piece,0,1,Full Time,Secondary 3,0,#N/A,2 Year(s),0,0,0,0,0,0
1357,11353558,account executive (total income can reach $30k),"responsibilities ;  develop  maintain relationships with new  existing customers to achieve sales  service objectives ;  identify new sales and businesses opportunities ;  after sales customer service and member retention ;  requirements ;  service oriented and a   ""  go get it  ""   attitude ;  self motivated and sales driven ;  highly enthusiastic and energetic individuals keen in healthy lifestyle ;  good communication and interpersonal skills ;  similar experience in fitness  /  yoga industry will be an added advantage ;  good command of englishspeaking ;  no relevant experience will also be considered ;  total income can be reached hk  $  30  ,  000 or above ;  benefits ;  attractive incentive bonus ;  free access to all fitness  yoga locations  discounts for family ;  pure apparel  nood food discounts ;  medical insurance ;  marriage leave ;  community leave ;  attractive referral bonus programme ;  on job training ;  learning  development training",#N/A,,Pure International (Hong Kong) Ltd,3/6/2020 0:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202003,8,13000,35000,24000,0,13k - 35k,24000,1,Full Time,"Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE",0,#N/A,0-2,0,0,0,1,0,0
1436,11326620,account executive (total income can reach $30k),"responsibilities ;  develop  maintain relationships with new  existing customers to achieve sales  service objectives ;  identify new sales and businesses opportunities ;  after sales customer service and member retention ;  requirements ;  service oriented and a   ""  go get it  ""   attitude ;  self motivated and sales driven ;  highly enthusiastic and energetic individuals keen in healthy lifestyle ;  good communication and interpersonal skills ;  similar experience in fitness  /  yoga industry will be an added advantage ;  good command of englishspeaking ;  no relevant experience will also be considered ;  total income can be reached hk  $  30  ,  000 or above ;  benefits ;  attractive incentive bonus ;  free access to all fitness  yoga locations  discounts for family ;  pure apparel  nood food discounts ;  medical insurance ;  marriage leave ;  community leave ;  attractive referral bonus programme ;  on job training ;  learning  development training",#N/A,,Pure International (Hong Kong) Ltd,2/6/2020 0:00:00,20,Retail Trade,1,#N/A,8,Medicines and Cosmetics,28,Retail sale of cosmetics and personal care products,0,202002,7,13000,35000,24000,0,13k - 35k,24000,1,Full Time,"Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE",0,#N/A,0-2,0,0,0,1,0,0
1081,6011760,account executive (trade shows & online advertising),"f.6 with 2+ yrs sales exp  ,   good eng & chinese ;  outgoing  ,   aggressive  ,   mature         job description ;  main duties & responsibilities  : ;  to generate sales revenue for the company by selling exhibition booths and related products of our trade fairs  ,   as well as online services to prospective clients within target area  (  s  ) ;  to introduce our company’s products and services   (  trade shows and online services  )   in a professional manner ;  to handle clients’ enquiries and to provide appropriate value added services ;  requirements ;  f.6 or above with good command of spoken chinese and english ;  at least 2 years’ solid experience in sales and marketing ;  relevant experience in trade show and advertising industry is an advantage ;  strong selling & presentation skills and be able to work under pressure ;  outgoing personality  ,   aggressive and mature ;  interested parties please submit resume  ,   covering letter and salary requirement by email ;  (  personal data collected will be used for recruitment purpose only ;  ) ;  additional information         career level   not specified         qualification   matriculated         years of experience   2 years         employment type   full time  ,   permanent         company website   http  :   /   /  www.globalsources.com         job functions   sales  ,   cs & business devpt   >   business development  ,   sales  ,   cs & business devpt   >   account servicing  ,   sales  ,   cs & business devpt   >   direct sales                      company overview ;  established for 48 years  ,   global sources has built a trustworthy b2b platform that serves buyers and suppliers online and offline ;  the core business facilitates trade between asia and the world through trade shows   (  globalsources.com  /  exhibitions  )    ,   online marketplaces   (  globalsources.com  )    ,   magazines  ,   and apps ;  the company organizes export sourcing shows in hong kong every april and october with eight events annually  ,   including the world’s largest electronics and mobile electronics shows as well as lifestyle and fashion shows ;  more than 1.5 million international buyers  ,   including 94 of the world's top 100 retailers  ,   use these services to obtain product and company information to help them source more profitably from overseas supply markets ;  these services also provide suppliers with integrated marketing solutions to build corporate image  ,   generate sales leads and win orders from buyers in more than 240 countries and territories ;  global sources is also a majority shareholder in shenzhen international machinery manufacturing industry exhibition   (  simm  )   and its related shows—the leading machinery exhibitions in southern china ;  additional company information         industry   media   /   publishing   /   printing         benefits & others   five day work week ;  job highlights ;  sales  ,   exhibition booths  ,   online advertising",#N/A,,Global Sources,1/20/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",17,Retail sale of cultural and recreation goods in specialised stores,0,202001,14,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,2,1,0,1,0,0
610,11334462,account manager,"who are hilti ;  if youre new to our industry  ,   you might not have heard of us ;  we provide leading edge tools  ,   technologies  ,   software and services for the global construction sector ;  we have a proud heritage  ,   built over 75 years  ,   and a worldwide reputation for pioneering products and first rate service ;  with about 30  ,  000 people in more than 120 countries  ,   were a great place for you to show us your worth as you learn  ,   grow and carve out your career ;  your responsibilities ;  report directly to sales manager  ,   assume key responsibility to develop and further grow the assigned sales territories through your professional product  ,   market and service knowledge ;  pro actively identify new sales potential and leverage strong winning mindset to turn the leads into our buying customers by providing the right solutions to fully adapted to customers needs ;  be a strong partner with marketing and engineering teams in arousing market awareness and concerns for best practices in the construction industry ;  ensure adherence to hiltis quality philosophy while supporting company strategy and culture to exceed customers expectations ;  assume key responsibility in leading various sales initiatives and projects to well equip with strategic thinking competence and people management skills ;  your profile ;  degree in business  ,   engineering or related discipline from reputable university ;  1 3year of construction related sales experience or equivalent customer facing experience ;  goodcommunication and relationship building ;  goodcommand of written and spoken english is a must with other asian languages like cantonese  ,   mandarin  ,   etc ;  dynamic personality with strong winning and high performance mindset ;  self motivated and able to learn things in no time and fast pace environment ;  react quickly to a changing environment with the ability to work under pressure ;  for future career progression in sales  ,   marketing or general management  ,   must be willing to relocate to other countries ;  launch your application ;  interested parties please send your full resume to us by clicking apply now ;  by submitting your candidate data  ,   you confirm and agree that hilti may process the candidate data according to the recruitment purposes set out ;  we look forward to receiving your application and regret that only shortlisted candidates will be notified",115,117,Hilti (HK) Ltd,2/17/2020 0:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202002,7,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree",3,BACHELOR,1-3,0,0,0,1,0,0
1185,12232477,account manager,"job description ;  build relationships with wellness advocate leaders and business builders with encourage and motivate ;  monitor sales and ensure timely recognition of various levels of achievement ;  identify business opportunities and strive for achieving business target ;  establish and enhance corporate brand influence ;  provide accurate and correct understanding and application of dōterra’s compensation plan ;  respond fairly and accurately to questions regarding the compensation plan and compliance related item ;  handle exception requests and represent those requests when needed ;  strategize with consultants and help them be more effective ;  set up conference calls  ,   send conference call notes  ,   send welcome  /  congratulatory letters ;  create and foster relationships with wellness advocates  ,   support their business activities  ,   and help them strategize and set goals ;  take and give feedback in respectful and positive manner ;  be willing to take on addition assignments as needed  ,   like event and service support   qualifications  : ;  degree holder with minimum 3 years related working experience to establish professional relationship with clients ;  high proficiency in both spoken and written english and cantonese  ,   mandarin would be an advantage ;  familiar with microsoft office  ,   word and excel ;  ability to establish professional relationships and partner with wellness advocates ;  outgoing and positive personality ;  ability to communicate effectively  ,   respond to concerns  ,   and strategically solve problems ;  proven ability to follow through on assignments and customer needs ;  experience with the direct selling industry and customer service preferred ;  proficiency in dōterra’s compensation plan and datatrax are preferred ;  willing to work overtime ;  immediate available is highly preferable",#N/A,,doTERRA Hong Kong Limited,9/18/2020 8:00:00,20,Retail Trade,1,#N/A,8,Medicines and Cosmetics,28,Retail sale of cosmetics and personal care products,0,202009,5,0,0,0,#N/A,#N/A,0,2,Part Time,Degree,3,BACHELOR,5 years,3,1,0,0,0,0
